"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc8748","frc6199","frc8266","24","4","7","None","Level","2","12","None","Level","0"
"2","11","red","frc6199","frc7161","frc4775","56","4","4","None","NotLevel","15","27","None","Level","2"
"3","16","blue","frc6199","frc6652","frc8105","31","3","9","None","NotLevel","13","17","None","NotLevel","0"
"4","21","red","frc5526","frc7577","frc6199","60","8","14","None","Level","16","36","None","Level","2"
"5","30","blue","frc6199","frc4403","frc9134","56","6","6","None","NotLevel","40","40","Park","NotLevel","2"
"6","36","red","frc6199","frc4603","frc7018","39","6","9","None","Level","18","30","None","Level","2"
"7","43","blue","frc9118","frc6199","frc8291","54","0","15","None","Level","14","34","Park","Level","1"
"8","54","blue","frc6199","frc7040","frc4400","63","3","18","None","Level","25","35","None","Level","0"
"9","58","blue","frc6483","frc6199","frc7421","41","0","0","None","Level","22","26","None","Level","2"
"10","65","blue","frc6605","frc3522","frc6199","57","12","27","None","Level","8","30","None","Level","3"
"11","69","red","frc4735","frc4635","frc6199","88","12","27","None","Level","26","46","None","Level","3"
"12","76","red","frc4401","frc5705","frc6199","39","0","3","None","Level","17","31","Park","NotLevel","0"
