"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","7","red","frc8879","frc3561","frc2582","82","10","16","None","NotLevel","24","46","Docked","Level","2"
"2","15","blue","frc2881","frc1296","frc3561","113","14","25","None","NotLevel","33","63","Docked","Level","3"
"3","20","red","frc3561","frc9054","frc7138","64","7","13","None","Level","16","46","Docked","Level","1"
"4","25","red","frc4063","frc3561","frc9140","101","6","24","None","Level","37","67","Docked","Level","1"
"5","36","blue","frc8819","frc3561","frc4610","57","8","14","None","Level","19","33","Docked","NotLevel","0"
"6","43","blue","frc8818","frc8573","frc3561","73","8","26","None","Level","20","42","Docked","Level","1"
"7","49","blue","frc3561","frc6377","frc5726","86","9","24","None","Level","30","42","Park","Level","3"
"8","54","red","frc8114","frc8769","frc3561","85","10","25","None","Level","18","48","Docked","Level","1"
"9","62","red","frc3561","frc7621","frc2468","119","9","27","None","Level","35","57","Docked","Level","4"
"10","72","red","frc8750","frc3561","frc8369","91","6","24","Docked","Level","22","28","Docked","NotLevel","2"
"11","77","blue","frc3561","frc7088","frc5829","85","10","28","None","Level","20","42","Docked","Level","3"
"12","85","red","frc3545","frc8019","frc3561","98","8","23","None","Level","26","48","Docked","Level","1"
