"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc4453","frc7658","frc4327","59","6","15","None","NotLevel","17","39","Docked","Level","0"
"2","11","blue","frc244","frc1684","frc7658","82","3","6","None","Level","31","61","Docked","Level","1"
"3","17","red","frc7658","frc5675","frc9177","82","6","21","None","Level","24","46","Docked","Level","3"
"4","21","red","frc5235","frc7658","frc830","54","6","21","Docked","Level","8","28","Park","Level","1"
"5","28","red","frc7658","frc6002","frc9238","90","9","27","None","Level","26","48","Docked","Level","3"
"6","34","blue","frc7491","frc5676","frc7658","59","12","27","None","Level","25","27","Docked","NotLevel","0"
"7","40","red","frc7658","frc9312","frc7811","72","12","33","None","Level","17","39","Docked","Level","1"
"8","51","blue","frc7658","frc1481","frc1504","81","9","15","None","Level","34","56","Docked","Level","0"
"9","58","red","frc5501","frc7658","frc6190","59","4","10","None","Level","22","44","Docked","Level","0"
"10","65","blue","frc4998","frc9278","frc7658","65","6","12","None","Level","23","43","Docked","Level","0"
"11","70","blue","frc8608","frc288","frc7658","102","12","33","None","Level","37","59","Docked","Level","3"
"12","74","blue","frc9208","frc7658","frc216","90","10","24","None","NotLevel","26","56","Park","Level","1"
