"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","blue","frc9208","frc8608","frc5676","101","18","27","None","Level","37","59","Park","Level","2"
"2","8","blue","frc5256","frc9208","frc7226","72","6","24","None","Level","27","33","Docked","NotLevel","0"
"3","14","red","frc4453","frc5501","frc9208","97","12","21","None","NotLevel","31","61","Docked","Level","3"
"4","20","blue","frc9238","frc2611","frc9208","100","15","33","None","Level","32","52","Park","Level","1"
"5","28","blue","frc830","frc7811","frc9208","27","4","7","None","Level","8","20","Docked","Level","0"
"6","39","red","frc9177","frc9227","frc9208","102","15","36","None","Level","29","51","Docked","Level","3"
"7","46","red","frc6588","frc9208","frc7256","76","10","25","Docked","Level","21","41","Docked","Level","1"
"8","50","blue","frc9215","frc9208","frc4810","80","12","23","Docked","NotLevel","22","42","Docked","Level","1"
"9","59","red","frc9208","frc4998","frc244","106","15","32","Docked","NotLevel","37","59","Park","Level","3"
"10","63","red","frc1504","frc9208","frc6002","108","12","21","None","Level","42","72","Docked","Level","3"
"11","67","blue","frc9208","frc5675","frc4327","115","16","37","None","Level","36","58","Docked","Level","4"
"12","74","blue","frc9208","frc7658","frc216","90","10","24","Docked","NotLevel","26","56","Park","Level","1"
