"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","7","red","frc6112","frc9176","frc4392","110","12","15","None","Level","45","75","Docked","Level","3"
"2","11","blue","frc6088","frc5213","frc9176","83","9","27","Docked","Level","21","51","Docked","Level","1"
"3","16","blue","frc4988","frc3655","frc9176","125","12","27","None","Level","46","68","Docked","Level","4"
"4","22","red","frc9176","frc4835","frc4827","92","13","31","Docked","Level","38","46","Docked","NotLevel","0"
"5","33","blue","frc9176","frc904","frc5084","105","16","33","None","NotLevel","40","52","Docked","NotLevel","2"
"6","40","blue","frc1596","frc9176","frc6079","98","13","28","Docked","Level","47","55","None","NotLevel","2"
"7","46","blue","frc9176","frc5878","frc7250","102","10","16","None","NotLevel","36","66","Docked","Level","1"
"8","52","red","frc7823","frc9176","frc6637","120","18","36","Docked","Level","42","64","Docked","Level","4"
"9","56","red","frc7768","frc7154","frc9176","61","12","18","None","NotLevel","21","33","Docked","NotLevel","0"
"10","63","red","frc4375","frc9176","frc8041","80","12","30","Docked","Level","32","40","Docked","NotLevel","2"
"11","69","red","frc9176","frc5314","frc3537","118","6","27","None","Level","49","71","Docked","Level","3"
"12","76","blue","frc6345","frc4398","frc9176","77","9","24","Docked","Level","31","43","Docked","NotLevel","0"
