"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","red","frc1018","frc1747","frc9071","25","0","0","None","Level","16","20","Docked","Level","0"
"2","7","blue","frc1018","frc3176","frc5402","109","6","21","None","Level","48","68","Docked","Level","3"
"3","13","red","frc135","frc4982","frc1018","57","10","10","None","Level","22","42","Docked","Level","2"
"4","19","red","frc5484","frc1555","frc1018","61","6","20","None","NotLevel","17","31","Park","NotLevel","0"
"5","23","blue","frc1018","frc2867","frc45","94","10","16","None","NotLevel","38","68","None","Level","1"
"6","33","red","frc910","frc1018","frc1501","112","12","18","None","Level","44","74","Docked","Level","3"
"7","37","blue","frc3936","frc2909","frc1018","76","10","13","None","NotLevel","42","48","Docked","NotLevel","0"
"8","43","blue","frc9119","frc1018","frc3865","37","0","3","None","Level","14","14","Docked","Level","0"
"9","46","blue","frc1018","frc3147","frc1024","87","9","30","None","Level","30","52","Docked","Level","3"
"10","54","red","frc2197","frc3487","frc1018","101","12","21","None","Level","35","65","Docked","Level","1"
"11","60","blue","frc6956","frc1018","frc868","85","16","34","None","Level","19","41","Docked","Level","1"
"12","63","red","frc6721","frc1018","frc3940","89","15","30","None","Level","29","49","Park","Level","1"
