"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc7203","frc6002","frc7811","42","6","9","None","Level","11","33","Docked","Level","0"
"2","11","blue","frc3452","frc7203","frc4956","82","9","27","None","Level","20","50","Docked","Level","1"
"3","17","red","frc5182","frc7713","frc7203","58","15","18","None","Level","13","35","None","Level","0"
"4","21","blue","frc7203","frc7855","frc3875","81","15","29","None","NotLevel","20","42","Docked","Level","3"
"5","28","blue","frc5263","frc7203","frc7656","47","3","12","None","NotLevel","18","30","Docked","Level","0"
"6","34","red","frc5256","frc7203","frc6057","52","6","12","None","Level","8","18","Docked","Level","0"
"7","43","red","frc7813","frc7772","frc7203","50","6","15","None","Level","8","30","Docked","Level","0"
"8","48","blue","frc7203","frc9183","frc4384","46","3","12","None","Level","14","24","Docked","NotLevel","0"
"9","56","red","frc4216","frc4381","frc7203","113","21","42","None","Level","31","51","Docked","Level","4"
"10","62","red","frc5843","frc7814","frc7203","41","0","17","None","NotLevel","11","19","Docked","NotLevel","0"
"11","73","red","frc7203","frc4325","frc2145","87","15","36","None","Level","24","46","None","Level","1"
"12","77","blue","frc8522","frc7203","frc9223","55","9","15","None","Level","8","30","Docked","Level","0"
