"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","blue","frc8724","frc6763","frc4041","98","12","23","None","NotLevel","38","60","None","Level","3"
"2","13","red","frc3566","frc8724","frc131","45","0","3","None","Level","31","37","Docked","NotLevel","0"
"3","19","blue","frc8724","frc7913","frc1277","66","6","12","None","Level","33","39","Docked","NotLevel","2"
"4","23","blue","frc7314","frc5902","frc8724","70","6","12","None","Level","28","48","Docked","Level","2"
"5","27","blue","frc3451","frc1307","frc8724","67","6","12","None","Level","36","50","None","NotLevel","0"
"6","33","blue","frc6933","frc6161","frc8724","86","12","18","None","Level","33","63",NA,"Level","3"
"7","41","blue","frc663","frc6762","frc8724","61","10","21","Docked","NotLevel","23","25",NA,"Level","0"
"8","46","blue","frc8724","frc8708","frc3597","94","10","22","Docked","Level","40","62",NA,"Level","3"
"9","54","red","frc5491","frc8724","frc4925","-1",NA,NA,NA,NA,NA,NA,"None",NA,NA
"10","65","red","frc6690","frc8724","frc1247","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"11","71","red","frc8724","frc467","frc1512","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"12","76","red","frc1058","frc8724","frc1922","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
