"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc5310","frc1391","frc7110","59","0","15","None","Level","29","39","None","Level","0"
"2","8","red","frc2180","frc433","frc7110","18","0","3","None","Level","7","15","None","NotLevel","0"
"3","13","blue","frc5181","frc5407","frc7110","47","6","9","None","Level","11","33","Docked","Level","0"
"4","18","blue","frc2559","frc7110","frc1807","73","6","17","None","NotLevel","24","46","Docked","Level","1"
"5","27","blue","frc7110","frc6808","frc341","86","6","12","None","NotLevel","34","54","None","Level","0"
"6","30","red","frc7110","frc423","frc709","32","3","6","None","Level","8","16","Docked","NotLevel","0"
"7","37","blue","frc2607","frc7110","frc25","108","12","27","None","Level","41","61","Park","Level","2"
"8","42","red","frc365","frc7110","frc2234","53","3","6","None","Level","15","37","Park","Level","0"
"9","51","red","frc708","frc4653","frc7110","103","6","9","None","NotLevel","32","54","None","Level","2"
"10","57","blue","frc7110","frc3637","frc1640","81","6","21","None","Level","28","50","None","Level","3"
"11","61","blue","frc7414","frc7110","frc5895","79","6","18","None","Level","24","46","Docked","Level","1"
"12","65","red","frc7110","frc6226","frc103","92","7","22","None","Level","25","45","Docked","Level","1"
