"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc4946","frc6397","frc6866","45","6","6","None","NotLevel","27","39","None","Level","2"
"2","7","blue","frc4951","frc9127","frc6866","9","3","3","None","Level","0","6","Park","Level","0"
"3","13","red","frc6866","frc6141","frc6140","26","6","6","None","Level","10","10","Park","NotLevel","0"
"4","20","blue","frc610","frc6866","frc4476","53","6","24","None","Level","14","24","None","NotLevel","2"
"5","23","red","frc5036","frc8349","frc6866","74","4","7","None","Level","13","33","None","Level","2"
"6","33","red","frc5834","frc6866","frc7712","10","0","6","None","Level","4","4","Docked","Level","0"
"7","38","red","frc5409","frc6866","frc7476","57","3","6","None","Level","21","41","Park","Level","0"
"8","44","red","frc6866","frc188","frc2386","63","9","24","None","Level","9","29","Docked","Level","3"
"9","50","blue","frc7480","frc6866","frc771","63","9","24","None","Level","12","34","None","Level","1"
"10","56","blue","frc6866","frc6975","frc2702","34","0","3","None","Level","18","26","Park","NotLevel","0"
"11","61","blue","frc7902","frc7558","frc6866","112","9","23","None","NotLevel","39","59","Park","Level","3"
"12","66","blue","frc6866","frc8850","frc9113","30","0","3","None","Level","8","22","None","NotLevel","0"
