"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc624","frc4597","frc4332","68","12","15","None","Level","23","43","Docked","Level","0"
"2","7","blue","frc8177","frc4597","frc2587","104","9","27","None","Level","37","67","Docked","Level","3"
"3","16","blue","frc9121","frc8818","frc4597","41","3","6","None","Level","10","30","Docked","Level","0"
"4","20","red","frc8819","frc4597","frc5261","68","7","22","Docked","Level","16","36","None","Level","3"
"5","23","blue","frc4597","frc7312","frc5908","43","3","3","None","Level","10","30","Docked","Level","0"
"6","29","blue","frc4597","frc8370","frc8019","93","7","25","None","Level","31","53","Docked","Level","3"
"7","36","red","frc7691","frc5894","frc4597","76","3","9","None","NotLevel","15","45","Docked","Level","1"
"8","39","blue","frc4597","frc7418","frc8827","70","6","6","None","NotLevel","27","49","Docked","Level","2"
"9","45","blue","frc118","frc4597","frc9137","128","9","27","None","Level","44","66","Docked","Level","4"
"10","50","red","frc5986","frc2583","frc4597","61","6","17","None","NotLevel","12","34","Docked","Level","3"
"11","60","red","frc2585","frc6645","frc4597","98","9","27","Docked","Level","34","56","Docked","Level","1"
"12","66","red","frc4597","frc5414","frc8576","84","6","9","None","Level","47","55","None","NotLevel","1"
