"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","blue","frc59","frc11","frc2152","50","6","18","None","Level","19","27","Park","NotLevel","0"
"2","9","blue","frc5557","frc59","frc1523","25","4","4","None","NotLevel","12","16","Docked","NotLevel","0"
"3","16","blue","frc79","frc179","frc59","78","9","12","None","Level","35","41","Docked","NotLevel","2"
"4","23","red","frc1744","frc59","frc8791","26","0","0","None","Level","4","26","Park","Level","0"
"5","26","blue","frc59","frc108","frc3653","42","3","3","None","Level","24","34","Docked","NotLevel","2"
"6","31","red","frc4065","frc7500","frc59","66","6","21","None","Level","18","40","Docked","Level","1"
"7","35","red","frc180","frc59","frc348","77","6","21","None","Level","31","51","Docked","Level","3"
"8","45","blue","frc744","frc2641","frc59","55","6","9","None","Level","19","41","Docked","Level","2"
"9","51","blue","frc8817","frc8581","frc59","58","6","9","None","Level","23","29","Park","NotLevel","0"
"10","56","red","frc59","frc4592","frc7652","19","0","0","None","Level","12","14","Docked","NotLevel","0"
"11","59","red","frc59","frc3627","frc6686","27","0","0","None","Level","12","22","Docked","Level","0"
"12","63","red","frc9040","frc59","frc8104","43","0","3","None","Level","15","35","Park","Level","0"
