"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","red","frc8514","frc3748","frc5115","60","10","25","None","Level","21","25","Park","Level","0"
"2","7","red","frc5115","frc8197","frc116","59","9","15","None","NotLevel","26","34","Docked","NotLevel","0"
"3","13","red","frc5549","frc5115","frc4821","86","3","21","Docked","Level","28","50","Docked","Level","3"
"4","24","blue","frc686","frc5115","frc1629","108","18","33","None","Level","40","60","Park","Level","3"
"5","28","red","frc4541","frc1111","frc5115","110","9","23","Docked","NotLevel","52","62","Docked","NotLevel","3"
"6","32","blue","frc5830","frc5115","frc836","66","12","24","None","Level","15","37","Docked","Level","1"
"7","37","blue","frc5115","frc614","frc7886","98","12","23","None","NotLevel","21","43","Docked","Level","3"
"8","43","red","frc1418","frc2421","frc5115","101","10","28","None","Level","31","53","Docked","Level","3"
"9","50","blue","frc5115","frc2534","frc2199","114","12","33","None","Level","39","61","Park","Level","1"
"10","58","blue","frc3793","frc1895","frc5115","85","15","33","None","Level","25","47","Docked","Level","1"
"11","66","blue","frc5115","frc2377","frc2537","115","18","29","None","NotLevel","24","54","Docked","Level","1"
"12","70","blue","frc5338","frc5115","frc2914","116","13","28","Docked","Level","46","68","Park","Level","4"
