"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc1771","frc4188","frc1746","91","12","15","None","NotLevel","26","56","Docked","Level","3"
"2","5","red","frc6925","frc7538","frc4188","79","9","23","Docked","NotLevel","19","41","Docked","Level","3"
"3","12","red","frc5651","frc7676","frc4188","65","3","14","Docked","NotLevel","31","41","Docked","Level","0"
"4","17","blue","frc4509","frc4188","frc8849","89","12","27","None","Level","32","52","None","Level","3"
"5","21","blue","frc1683","frc5293","frc4188","124","12","33","None","Level","44","66","Docked","Level","3"
"6","24","red","frc4188","frc6905","frc8577","54","12","18","None","Level","16","26","Docked","Level","0"
"7","32","red","frc4188","frc6905","frc9293","67","12","15","None","Level","35","47","Park","NotLevel","0"
"8","35","blue","frc1795","frc8736","frc4188","64","3","9","None","NotLevel","23","45","Docked","Level","0"
"9","38","red","frc4188","frc5293","frc1414","94","9","24","None","Level","33","55","Docked","Level","3"
"10","41","blue","frc5109","frc4188","frc2415","94","7","22","Docked","Level","40","62","Docked","Level","3"
"11","49","blue","frc8815","frc4188","frc8865","78","6","17","Docked","NotLevel","31","51","Docked","Level","3"
"12","52","blue","frc4188","frc8100","frc1261","95","21","36","None","Level","27","49","None","Level","1"
