"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","red","frc1551","frc340","frc271","71","10","28","None","Level","21","23","Docked","NotLevel","1"
"2","11","red","frc4027","frc1551","frc3044","67","6","21","Docked","Level","24","46","Docked","Level","1"
"3","21","red","frc6868","frc424","frc1551","79","10","24","None","NotLevel","30","40","Docked","NotLevel","2"
"4","28","red","frc3117","frc5740","frc1551","101","0","15","Docked","Level","25","47","Docked","Level","3"
"5","38","blue","frc639","frc1551","frc120","83","6","21","Docked","Level","25","47","Park","Level","1"
"6","49","blue","frc1507","frc4150","frc1551","84","12","30","Docked","Level","22","44","Park","Level","1"
"7","56","blue","frc1551","frc4930","frc4093","76","6","24","Docked","Level","20","42","Docked","Level","1"
"8","66","red","frc1551","frc63","frc3990","83","12","30","None","Level","21","43","Docked","Level","3"
"9","75","red","frc2053","frc1551","frc1511","76","12","27","Docked","Level","17","39","Docked","Level","3"
"10","83","blue","frc2228","frc533","frc1551","101","18","36","Docked","Level","25","45","Docked","Level","3"
