"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","blue","frc1764","frc9316","frc5918","45","7","10","None","NotLevel","13","25","Docked","NotLevel","0"
"2","9","red","frc7563","frc9316","frc1763","66","12","18","None","NotLevel","21","43","Docked","Level","0"
"3","14","red","frc2345","frc5889","frc9316","100","9","24","None","Level","37","51","Park","Level","3"
"4","20","red","frc9316","frc6843","frc1825","89","10","28","None","Level","24","46","Docked","Level","1"
"5","26","blue","frc1810","frc9316","frc1710","116","9","27","None","Level","39","69","Docked","Level","4"
"6","31","red","frc9316","frc2457","frc3172","74","3","21","None","Level","16","38","Docked","Level","1"
"7","40","blue","frc1987","frc2359","frc9316","124","9","27","None","Level","50","72","Docked","Level","4"
"8","47","red","frc5801","frc2001","frc9316","91","3","6","None","Level","30","60","Docked","Level","3"
"9","51","red","frc9316","frc2718","frc1802","74","7","25","None","Level","19","39","Docked","Level","1"
"10","55","blue","frc9316","frc4256","frc7064","87","10","25","None","Level","30","52","Docked","Level","3"
"11","63","blue","frc1785","frc9316","frc9085","96","13","19","None","NotLevel","32","62","Park","Level","3"
"12","71","blue","frc1984","frc4213","frc9316","115","12","33","None","Level","32","62","Docked","Level","4"
