"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","red","frc1764","frc5147","frc2560","43","6","6","None","Level","13","27","Park","NotLevel","0"
"2","9","red","frc2197","frc2560","frc2457","65","9","24","None","Level","11","21","Park","NotLevel","0"
"3","14","red","frc2560","frc8825","frc1827","59","9","27","None","Level","15","27","Park","NotLevel","0"
"4","20","red","frc2560","frc1710","frc1806","82","9","20","None","NotLevel","36","42","Park","NotLevel","0"
"5","26","red","frc2220","frc5837","frc2560","85","16","19","None","NotLevel","34","56","Park","Level","0"
"6","32","blue","frc1775","frc2560","frc3729","89","12","27","None","Level","37","47","Docked","NotLevel","2"
"7","38","blue","frc5189","frc4959","frc2560","50","13","16","None","Level","23","29","None","NotLevel","0"
"8","43","blue","frc4809","frc2560","frc8112","69","6","12","None","Level","23","35","None","NotLevel","0"
"9","49","red","frc1847","frc2560","frc7662","54","6","6","None","NotLevel","23","43","Park","Level","0"
"10","55","blue","frc2560","frc7662","frc1769","39","12","15","None","NotLevel","14","24","Park","Level","0"
"11","61","blue","frc2560","frc1763","frc2410","79","9","21","None","Level","26","48","Park","Level","1"
"12","67","red","frc1723","frc1994","frc2560","34","6","6","None","Level","16","28","Park","Level","0"
