"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc359","frc7796","frc7787","48","9","12","None","NotLevel","22","26","Park","Level","2"
"2","8","red","frc7796","frc8338","frc8339","49","6","21","Docked","Level","16","28","None","NotLevel","1"
"3","15","blue","frc7796","frc1622","frc6364","38","0","3","None","NotLevel","10","30","Docked","Level","0"
"4","20","blue","frc7796","frc9079","frc5997","48","4","18","Docked","NotLevel","10","30","None","Level","1"
"5","29","red","frc8331","frc7167","frc7796","40","0","14","Docked","NotLevel","6","26","Docked","Level","1"
"6","35","red","frc7332","frc244","frc7796","53","6","17","Docked","NotLevel","14","36","Docked","Level","1"
"7","38","blue","frc7190","frc7796","frc6351","40","3","6","None","NotLevel","17","29","Park","Level","2"
"8","42","red","frc7287","frc9180","frc7796","87","9","20","None","NotLevel","27","57","Docked","Level","3"
"9","51","red","frc7796","frc7688","frc288","49","3","17","Docked","NotLevel","14","22","Park","NotLevel","0"
"10","58","red","frc216","frc5419","frc7796","93","7","10","None","Level","21","41","None","Level","2"
"11","63","blue","frc7781","frc7796","frc3256","36","9","18","None","NotLevel","14","18","Docked","Level","0"
"12","68","blue","frc9292","frc7796","frc4253","115","12","30","None","Level","28","50","None","Level","3"
