"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc818","frc4810","frc8826","108","10","28","Docked","Level","34","48","Park","Level","0"
"2","9","blue","frc818","frc7762","frc5860","109","10","28","Docked","Level","44","66","Park","Level","3"
"3","19","blue","frc818","frc5926","frc5046","106","18","39","None","Level","32","52","Park","Level","3"
"4","26","red","frc818","frc453","frc2137","133","12","18","None","Level","56","78","Park","Level","3"
"5","32","blue","frc123","frc9255","frc818","107","18","33","None","Level","32","54","Park","Level","3"
"6","38","blue","frc1189","frc9212","frc818","120","18","36","None","Level","42","64","Docked","Level","3"
"7","42","red","frc8115","frc818","frc7813","124","12","30","Docked","Level","47","69","Docked","Level","4"
"8","48","blue","frc6085","frc818","frc6120","126","18","32","Docked","NotLevel","42","64","Docked","Level","4"
"9","54","red","frc9252","frc818","frc1701","133","12","33","None","Level","58","80","Park","Level","4"
"10","63","red","frc5460","frc818","frc7224","143","21","42","Docked","Level","49","71","Park","Level","4"
"11","71","red","frc3619","frc5901","frc818","116","12","30","Docked","Level","46","66","Park","Level","4"
"12","75","red","frc5239","frc6077","frc818","85","6","20","Docked","NotLevel","30","50","Park","Level","1"
