"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","8","blue","frc9082","frc7560","frc4327","28","0","0","None","Level","22","28","None","NotLevel","2"
"2","14","red","frc2506","frc7560","frc7237","23","6","9","None","Level","6","14","None","NotLevel","0"
"3","21","red","frc7560","frc2338","frc5125","84","12","15","None","NotLevel","29","39","Docked","NotLevel","0"
"4","26","blue","frc7560","frc1625","frc3061","54","10","10","None","NotLevel","23","29","Docked","NotLevel","0"
"5","37","red","frc2358","frc7560","frc930","85","9","27","None","Level","34","48","Park","NotLevel","0"
"6","44","blue","frc3695","frc677","frc7560","59","10","25","None","Level","7","19","Docked","NotLevel","0"
"7","52","red","frc7560","frc694","frc3110","113","9","27","None","Level","39","61","Docked","Level","4"
"8","59","red","frc3488","frc806","frc7560","53","9","17","None","NotLevel","9","31","Docked","Level","3"
"9","64","red","frc3390","frc8880","frc7560","52","6","12","None","Level","17","25","None","NotLevel","0"
"10","71","blue","frc4787","frc7560","frc48","52","3","21","None","Level","9","31","None","Level","3"
"11","77","blue","frc3352","frc8802","frc7560","69","3","6","None","NotLevel","14","36","Docked","Level","2"
