"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc1880","frc8570","frc5806","73","3","18","Docked","Level","13","35","Docked","Level","1"
"2","15","blue","frc4012","frc8570","frc2601","103","10","28","None","Level","43","65","Docked","Level","3"
"3","20","blue","frc8570","frc7840","frc3760","67","0","6","None","NotLevel","24","46","Docked","Level","0"
"4","26","red","frc8570","frc9030","frc334","48","3","9","None","NotLevel","26","34","Docked","NotLevel","2"
"5","39","blue","frc5298","frc8570","frc4571","102","12","27","Docked","Level","33","55","Docked","Level","3"
"6","49","red","frc8739","frc2265","frc8570","64","18","36","Docked","Level","17","23","Docked","NotLevel","2"
"7","58","blue","frc8570","frc3419","frc5123","108","15","33","Docked","Level","33","55","Docked","Level","3"
"8","66","red","frc2869","frc353","frc8570","100","8","17","None","NotLevel","28","58","Docked","Level","3"
"9","72","blue","frc7036","frc5665","frc8570","106","15","33","Docked","Level","31","53","Docked","Level","2"
"10","81","red","frc743","frc2344","frc8570","102","6","27","Docked","Level","33","55","Docked","Level","1"
