"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","10","red","frc708","frc2495","frc75","108","9","27","None","Level","44","66","Docked","Level","1"
"2","17","red","frc9116","frc2495","frc3637","99","6","24","Docked","Level","43","65","Docked","Level","1"
"3","24","blue","frc555","frc2495","frc1812","152","18","39","None","Level","51","73","Park","Level","4"
"4","35","red","frc2495","frc4285","frc7045","156","19","33","None","NotLevel","52","74","Park","Level","4"
"5","44","blue","frc6921","frc2495","frc1089","84","13","19","None","NotLevel","33","55","Docked","Level","0"
"6","51","red","frc2495","frc4361","frc2590","134","18","32","None","NotLevel","52","72","Docked","Level","4"
"7","61","blue","frc2495","frc4573","frc2720","109","16","30","Docked","NotLevel","39","59","Docked","Level","1"
"8","71","blue","frc2495","frc102","frc9094","119","12","30","None","Level","51","59","Park","NotLevel","1"
"9","81","blue","frc2577","frc2539","frc2495","147","18","32","None","NotLevel","55","85","Docked","Level","2"
"10","92","blue","frc2722","frc5401","frc2495","113","12","30","None","Level","40","58","Docked","NotLevel","2"
"11","103","red","frc1640","frc9015","frc2495","132","18","39","None","Level","46","68","Park","Level","2"
"12","118","red","frc1676","frc321","frc2495","136","22","36","Docked","NotLevel","53","75","Park","Level","4"
