"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc4851","frc5053","frc7769","107","13","31","None","Level","39","61","Docked","Level","3"
"2","7","red","frc5214","frc4851","frc469","111","12","27","None","Level","24","54","None","Level","3"
"3","14","red","frc2591","frc4851","frc3538","118","9","24","None","Level","44","64","Docked","Level","4"
"4","25","red","frc4838","frc4851","frc9203","68","6","12","None","Level","11","41","Docked","Level","1"
"5","31","red","frc7211","frc4851","frc6566","104","9","27","None","Level","25","47","Park","Level","1"
"6","37","blue","frc5231","frc7192","frc4851","62","9","15","None","NotLevel","31","37","Park","NotLevel","2"
"7","41","red","frc5525","frc5642","frc4851","52","10","16","None","Level","9","31","Docked","Level","0"
"8","50","red","frc4851","frc9251","frc5660","74","15","24","None","NotLevel","25","35","Docked","NotLevel","0"
"9","57","blue","frc9237","frc1188","frc4851","78","15","33","None","Level","18","40","Docked","Level","1"
"10","62","blue","frc4851","frc6548","frc217","134","15","33","None","Level","54","66","None","Level","3"
"11","69","blue","frc4851","frc2851","frc3534","74","15","30","None","Level","14","34","Docked","Level","1"
"12","73","blue","frc245","frc4390","frc4851","105","9","30","None","Level","38","60","Docked","Level","3"
