"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc623","frc1389","frc5243","90","10","28","None","Level","32","52","None","Level","3"
"2","12","blue","frc1727","frc5243","frc116","105","12","18","None","NotLevel","40","62","Park","Level","2"
"3","16","red","frc5243","frc9072","frc8726","51","3","9","None","Level","10","32","Docked","Level","2"
"4","24","blue","frc620","frc1885","frc5243","79","9","24","None","Level","20","40","Docked","Level","3"
"5","32","red","frc3373","frc5243","frc4099","90","13","19","None","NotLevel","26","56","Docked","Level","1"
"6","40","blue","frc6882","frc5243","frc2988","61","3","9","None","Level","12","32","Docked","Level","0"
"7","46","red","frc5243","frc9033","frc2186","54","9","30","None","Level","2","24","Docked","Level","1"
"8","50","blue","frc5243","frc339","frc3748","41","3","6","None","NotLevel","18","30","Docked","Level","0"
"9","56","red","frc5243","frc7770","frc5587","56","3","6","None","Level","13","25","None","Level","0"
"10","61","red","frc2849","frc5243","frc9235","72","9","30","None","Level","17","37","Park","Level","1"
"11","73","red","frc686","frc2961","frc5243","89","9","30","None","Level","19","49","Docked","Level","1"
"12","79","blue","frc8590","frc8230","frc5243","67","15","33","None","Level","2","24","Docked","Level","1"
