"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc1661","frc8898","frc8020","91","12","27","None","Level","37","49","None","NotLevel","0"
"2","13","blue","frc8898","frc1148","frc1159","88","12","30","None","Level","16","36","None","Level","1"
"3","18","blue","frc4470","frc2584","frc8898","72","3","18","None","Level","27","39","Park","NotLevel","0"
"4","23","red","frc5669","frc4201","frc8898","71","0","12","None","Level","37","49","None","Level","0"
"5","33","red","frc6000","frc3473","frc8898","84","3","17","None","NotLevel","32","52","Docked","Level","1"
"6","38","red","frc8898","frc687","frc702","96","6","18","None","Level","38","48","None","NotLevel","2"
"7","51","red","frc6904","frc8898","frc2710","81","4","19","None","Level","25","47","None","Level","3"
"8","56","blue","frc980","frc8898","frc3952","58","6","24","None","Level","9","29","None","Level","1"
"9","62","blue","frc8898","frc7230","frc7185","69","4","16","None","Level","15","23","None","NotLevel","0"
"10","71","blue","frc294","frc8898","frc1759","88","6","24","None","Level","29","49","Park","Level","1"
