"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc102","frc834","frc341","127","24","30","None","NotLevel","42","72","Docked","Level","4"
"2","8","blue","frc2720","frc341","frc1168","88","13","22","None","Level","31","51","Docked","Level","0"
"3","14","red","frc433","frc341","frc486","87","0","6","None","Level","55","61","Docked","NotLevel","1"
"4","18","blue","frc9094","frc341","frc5401","83","9","26","Docked","NotLevel","27","47","Docked","Level","3"
"5","22","red","frc1218","frc9027","frc341","139","18","39","None","Level","43","65","Docked","Level","4"
"6","27","blue","frc9014","frc4373","frc341","120","18","39","Docked","Level","39","61","Park","Level","4"
"7","36","blue","frc341","frc4342","frc4575","123","13","31","None","Level","53","67","Docked","NotLevel","2"
"8","42","blue","frc341","frc102","frc321","111","18","39","Docked","Level","37","57","Park","Level","3"
"9","45","red","frc341","frc5181","frc1712","127","12","33","Docked","Level","61","69","Docked","NotLevel","3"
"10","48","red","frc6808","frc341","frc2234","118","15","36","Docked","Level","35","57","Docked","Level","4"
"11","57","blue","frc341","frc103","frc1640","173","19","40","None","Level","66","88","Docked","Level","4"
"12","61","blue","frc423","frc4373","frc341","162","18","36","Docked","Level","45","67","Docked","Level","4"
