"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc5892","frc2848","frc9156","116","18","26","None","NotLevel","46","60","Park","Level","3"
"2","11","blue","frc6800","frc2848","frc4587","107","19","37","None","Level","38","60","Docked","Level","3"
"3","20","blue","frc2848","frc2689","frc9051","138","9","27","None","Level","39","61","Docked","Level","2"
"4","24","red","frc9080","frc2582","frc2848","110","15","33","Docked","Level","35","57","Docked","Level","3"
"5","32","blue","frc8019","frc5431","frc2848","139","24","33","None","Level","51","81","Docked","Level","4"
"6","38","red","frc2848","frc5427","frc9181","110","12","33","Docked","Level","25","47","Docked","Level","1"
"7","43","red","frc2848","frc2882","frc5613","102","13","34","Docked","Level","26","48","Docked","Level","2"
"8","48","blue","frc4063","frc2848","frc9136","145","18","39","Docked","Level","51","81","Park","Level","4"
"9","56","blue","frc9128","frc2848","frc9140","148","13","30","None","NotLevel","53","83","Park","Level","4"
"10","61","red","frc7540","frc4219","frc2848","144","15","36","Docked","Level","53","83","Docked","Level","4"
"11","69","blue","frc2848","frc1477","frc2468","173","21","38","None","NotLevel","68","90","Docked","Level","4"
"12","76","red","frc4639","frc1255","frc2848","114","18","39","Docked","Level","41","45","Docked","Level","3"
