"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","blue","frc7808","frc3618","frc5110","72","6","21","None","Level","24","46","Park","Level","1"
"2","8","blue","frc7808","frc6091","frc9176","48","6","9","None","Level","12","34","Park","Level","0"
"3","15","red","frc910","frc5247","frc7808","81","6","21","None","Level","33","55","Park","Level","3"
"4","20","red","frc3603","frc7808","frc3688","109","9","30","None","Level","37","59","Park","Level","3"
"5","27","blue","frc5560","frc7808","frc5183","44","0","6","None","Level","11","33","Park","Level","0"
"6","37","blue","frc7808","frc6087","frc1711","79","12","30","None","Level","17","39","Park","Level","3"
"7","42","red","frc2834","frc7160","frc7808","136","12","30","None","Level","28","50","Park","Level","3"
"8","46","red","frc5504","frc2246","frc7808","35","6","24","None","Level","7","11","None","NotLevel","0"
"9","56","red","frc5086","frc7808","frc3767","95","9","27","None","Level","39","53","Park","NotLevel","0"
"10","60","red","frc4376","frc5534","frc7808","80","6","21","None","Level","24","34","Park","NotLevel","0"
"11","64","blue","frc6122","frc7808","frc6098","66","6","21","None","Level","15","35","Park","Level","3"
"12","73","red","frc7808","frc6121","frc5501","59","9","12","None","Level","20","42","Park","Level","0"
