"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","3","blue","frc1481","frc4983","frc9241","66","3","9","None","NotLevel","25","47","Park","Level","0"
"2","10","red","frc5907","frc3773","frc9241","66","6","21","None","Level","25","35","Park","NotLevel","2"
"3","14","red","frc5560","frc862","frc9241","79","6","17","None","NotLevel","40","52","None","Level","2"
"4","20","blue","frc5674","frc1322","frc9241","53","10","13","None","Level","22","30","Park","NotLevel","2"
"5","25","red","frc8873","frc9241","frc8424","46","6","9","None","Level","18","32","Park","Level","0"
"6","36","red","frc7195","frc9241","frc5704","31","0","6","None","Level","8","20","Docked","Level","0"
"7","42","blue","frc5697","frc9241","frc3536","66","0","6","None","NotLevel","28","50","Park","Level","2"
"8","47","blue","frc9241","frc5702","frc7289","58","3","9","None","Level","17","39","Docked","Level","0"
"9","54","blue","frc9241","frc6570","frc5530","76","12","30","None","Level","21","41","Park","Level","1"
"10","58","red","frc9241","frc7056","frc51","113","9","26","None","NotLevel","45","67","Park","Level","3"
"11","63","red","frc5234","frc9241","frc5567","51","6","12","None","Level","17","39","None","Level","2"
"12","68","blue","frc9241","frc6610","frc9203","50","0","6","None","Level","14","34","Park","Level","0"
