"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc9182","frc3572","frc2673","61","6","17","None","NotLevel","24","34","Docked","NotLevel","0"
"2","13","blue","frc201","frc5467","frc9182","71","3","15","None","Level","9","31","Docked","Level","3"
"3","19","red","frc9148","frc5577","frc9182","54","0","3","None","Level","16","36","None","Level","2"
"4","25","red","frc5065","frc1528","frc9182","18","0","3","None","Level","10","10","Park","NotLevel","0"
"5","29","blue","frc9207","frc9182","frc2048","39","3","12","None","Level","16","22","Docked","NotLevel","0"
"6","34","red","frc5555","frc9182","frc5498","49","6","9","None","Level","13","35","Docked","Level","0"
"7","42","blue","frc7597","frc9182","frc8352","41","3","6","None","Level","8","30","None","Level","0"
"8","52","blue","frc313","frc5197","frc9182","40","3","3","None","Level","10","22","Docked","NotLevel","0"
"9","58","red","frc9182","frc240","frc5478","45","9","12","None","NotLevel","13","23","Docked","Level","0"
"10","62","blue","frc9182","frc7145","frc217","81","9","24","None","Level","37","37","Docked","NotLevel","2"
"11","66","blue","frc6029","frc9182","frc6567","65","12","30","None","Level","8","30","None","Level","1"
"12","73","red","frc9182","frc7769","frc3096","73","12","18","None","NotLevel","25","45","Park","Level","2"
