"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc2010","frc7885","frc8145","36","10","13","None","Level","15","23","Docked","NotLevel","0"
"2","18","blue","frc2172","frc2010","frc3173","87","9","26","None","NotLevel","39","51","Park","NotLevel","0"
"3","23","blue","frc2010","frc6964","frc5413","86","11","29","None","Level","25","47","Docked","Level","3"
"4","28","red","frc451","frc2010","frc4601","79","13","19","None","Level","23","45","Park","Level","2"
"5","43","blue","frc2010","frc4269","frc291","77","10","28","None","Level","17","39","Docked","Level","1"
"6","50","red","frc1507","frc2010","frc1405","96","21","27","None","Level","31","49","Park","NotLevel","0"
"7","59","red","frc2010","frc2095","frc8140","40","4","7","None","NotLevel","14","28","Docked","Level","0"
"8","69","blue","frc2632","frc9075","frc2010","57","0","8","None","NotLevel","10","32","Park","Level","1"
"9","74","blue","frc9194","frc2603","frc2010","103","18","36","None","Level","27","57","Docked","Level","1"
"10","80","red","frc4028","frc1551","frc2010","104","18","33","None","Level","34","56","Park","Level","3"
