"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","4","red","frc7886","frc4456","frc5549","10","6","6","None","Level","2","4","None","Level","0"
"2","8","red","frc4099","frc7886","frc611","60","6","9","None","NotLevel","26","46","Docked","Level","2"
"3","14","red","frc6239","frc7886","frc2377","24","3","6","None","NotLevel","6","18","None","Level","0"
"4","23","blue","frc7886","frc1446","frc8514","27","0","0","None","Level","10","22","None","Level","2"
"5","27","blue","frc2961","frc5841","frc7886","9","0","0","None","Level","4","4","Park","Level","0"
"6","31","blue","frc2537","frc7886","frc2199","53","6","21","None","Level","17","27","Docked","Level","0"
"7","38","red","frc836","frc7886","frc614","79","10","13","None","Level","30","44","Docked","Level","0"
"8","47","blue","frc7886","frc2914","frc4821","59","4","22","None","Level","15","37","Docked","Level","3"
"9","51","blue","frc1111","frc5338","frc7886","60","6","12","None","NotLevel","18","48","None","Level","3"
"10","57","blue","frc1731","frc8326","frc7886","119","3","24","None","Level","48","70","Docked","Level","3"
"11","62","red","frc6326","frc1908","frc7886","80","0","15","None","Level","33","55","None","Level","3"
"12","70","blue","frc7886","frc620","frc6863","78","3","18","None","Level","15","45","None","Level","1"
