"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc4319","frc5654","frc1576","70","4","19","Docked","Level","16","36","Docked","Level","3"
"2","5","red","frc4661","frc5654","frc6738","77","11","23","Docked","Level","19","39","Docked","Level","1"
"3","10","blue","frc5654","frc2096","frc4338","95","4","16","Docked","Level","27","49","Docked","Level","3"
"4","14","blue","frc5654","frc1943","frc7067","57","7","19","Docked","Level","18","28","Docked","Level","0"
"5","18","blue","frc3388","frc7067","frc5654","76","10","25","Docked","Level","19","41","Docked","Level","3"
"6","22","red","frc6741","frc1574","frc5654","61","4","22","Docked","Level","12","34","Park","Level","1"
"7","27","red","frc5654","frc3065","frc2630","92","6","21","Docked","Level","29","51","Docked","Level","3"
"8","30","red","frc5990","frc5654","frc1577","123","10","28","Docked","Level","48","70","Docked","Level","3"
"9","37","red","frc1690","frc5654","frc3083","125","9","27","Docked","Level","39","61","Docked","Level","4"
"10","42","blue","frc5654","frc5990","frc2230","96","3","18","Docked","Level","31","53","Docked","Level","3"
"11","46","red","frc5554","frc9304","frc5654","55","3","15","Docked","Level","15","35","Docked","Level","1"
"12","49","blue","frc5135","frc3211","frc5654","98","9","20","None","NotLevel","26","48","Docked","Level","4"
