"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","blue","frc3728","frc8515","frc9289","33","9","12","None","Level","6","16","None","Level","2"
"2","7","blue","frc1255","frc3035","frc8515","47","7","10","None","Level","18","32","Park","Level","0"
"3","18","blue","frc6488","frc8177","frc8515","60","12","12","None","NotLevel","26","38","Park","Level","0"
"4","23","blue","frc8515","frc9307","frc7492","28","9","9","None","NotLevel","5","19","Park","Level","0"
"5","27","red","frc8515","frc2587","frc4295","29","9","24","None","Level","5","5","Docked","Level","0"
"6","31","blue","frc118","frc4328","frc8515","96","12","33","None","Level","31","53","Park","Level","3"
"7","38","red","frc8515","frc2585","frc5923","52","6","9","None","Level","24","38","Park","Level","2"
"8","44","red","frc8750","frc8515","frc7115","57","6","12","None","Level","26","40","None","Level","2"
"9","51","red","frc8515","frc9081","frc231","57","12","15","None","NotLevel","20","32","None","Level","2"
"10","58","red","frc9136","frc8515","frc5052","72","13","31","None","Level","14","36","Park","Level","1"
"11","63","blue","frc2882","frc8515","frc4639","52","9","12","None","Level","20","30","Park","NotLevel","0"
"12","67","red","frc5427","frc7418","frc8515","85","12","30","None","Level","25","45","Park","Level","1"
