"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","red","frc6936","frc6404","frc1747","105","6","21","None","Level","47","69","Docked","Level","3"
"2","16","blue","frc179","frc5410","frc6404","81","17","23","None","Level","34","48","Docked","NotLevel","2"
"3","24","blue","frc6184","frc6404","frc3616","76","10","28","None","Level","16","38","Park","Level","1"
"4","33","blue","frc6404","frc5965","frc1038","98","10","25","None","Level","33","53","Docked","Level","2"
"5","40","red","frc1466","frc6404","frc8044","135","22","43","None","Level","48","62","Park","NotLevel","3"
"6","50","red","frc6404","frc7428","frc5276","78","11","17","None","Level","24","46","Docked","Level","2"
"7","56","red","frc2992","frc7430","frc6404","108","17","35","None","Level","21","43","Docked","Level","3"
"8","65","red","frc9313","frc9280","frc6404","52","11","14","None","NotLevel","8","38","Docked","Level","1"
"9","70","blue","frc5002","frc6404","frc2438","118","16","34","None","Level","37","59","Docked","Level","3"
"10","84","red","frc6404","frc8773","frc2973","72","8","26","None","Level","14","36","Park","Level","1"
