"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","8","blue","frc3616","frc9280","frc2992","130","16","37","Docked","Level","49","63","Docked","NotLevel","3"
"2","14","red","frc5005","frc7428","frc2992","94","15","30","Docked","Level","34","44","Docked","NotLevel","1"
"3","24","red","frc3284","frc2992","frc7111","128","14","35","Docked","Level","46","68","Docked","Level","4"
"4","30","blue","frc2992","frc8044","frc6823","158","18","24","None","NotLevel","47","77","Docked","Level","3"
"5","42","blue","frc5410","frc2992","frc5842","121","15","33","Docked","Level","41","63","Docked","Level","4"
"6","47","red","frc9073","frc1622","frc2992","134","21","35","None","NotLevel","49","69","Park","Level","4"
"7","56","red","frc2992","frc7430","frc6404","108","17","35","Docked","Level","21","43","Docked","Level","3"
"8","63","blue","frc2992","frc8624","frc5045","92","9","24","Docked","Level","35","43","Docked","NotLevel","3"
"9","74","blue","frc2992","frc3959","frc4499","163","19","37","Docked","Level","69","91","Docked","Level","4"
"10","82","red","frc3630","frc2992","frc1466","173","18","39","None","Level","67","89","Docked","Level","4"
