"","team","opr","auto_opr","teleop_opr","auto_opr_ratio","auto_gpc_opr","tele_gpc_opr","rp_opr"
"1","frc3005",80.3593221456644,21.0633142504053,38.5374390723758,0.262114135460534,2.229968479841,10.3264099466891,1.40336672167585
"2","frc1678",75.1887475025256,14.7616316260268,38.19754441636,0.196327670247878,1.40710501951753,10.1196700149477,2.14484476866992
"3","frc1114",70.6376113990875,13.4082410256897,38.6878873696986,0.189817304975618,1.70140480538783,11.1089898313874,1.99507140159443
"4","frc6722",69.0527653164805,19.9645477652166,34.3608009236689,0.289120177500723,1.50919759380171,10.0695872265759,0.910331960011244
"5","frc8033",69.0239645720445,10.8411054761245,37.174475936757,0.157062920731088,1.82557874720615,9.80751007014062,1.51521157951194
"6","frc103",68.4284840972372,13.8425799192019,40.2426721388179,0.202292657828449,0.816820081728585,9.75972324544254,1.88956433702721
"7","frc6800",68.3247393012477,10.4353429992385,37.8949766059245,0.152731545059081,0.615690017665028,10.0098684074939,1.78732834407174
"8","frc2910",67.5228136072532,15.2634045147629,35.1627093324865,0.22604811173217,1.2165164784426,9.69455881472328,0.960879898866766
"9","frc59",67.1073994977361,7.6820243542326,41.9553236451918,0.114473581329757,0.714867434264224,10.4932216874198,1.17121356970074
"10","frc3467",66.617748289736,18.4499992409916,37.3414167035444,0.276953210137759,1.76132578359998,7.80146857357682,1.23512781547118
"11","frc8013",66.4363150913366,13.9965199132183,35.4534269455268,0.210675741030729,1.5240206066664,8.01725841085856,2.19028943224358
"12","frc948",66.3228393265124,11.9174006985287,34.0557461635335,0.179687733811552,1.12660193566085,9.18310065247022,1.54161969589648
"13","frc3476",65.9985569340911,19.7061279167683,24.0824738426942,0.298584224143683,2.95973623107166,10.4707169419755,1.12228148691568
"14","frc2881",65.3170274569448,6.26705609346291,43.0922960017558,0.0959482747066832,0.875566375874751,8.99716159025378,1.66362232524967
"15","frc4481",64.789836691175,14.4012914553658,34.4867496917772,0.222277014279423,1.88652503645204,10.2499186170099,0.893860491368541
"16","frc4451",63.2699754416571,14.4828280274197,33.3247351104317,0.228905225998937,1.73627924812215,7.64362269256808,1.58494096072954
"17","frc5199",62.6309348282302,8.50101214730474,33.5483791380286,0.135731841950298,0.641466487170483,7.84505049865531,1.58297004918247
"18","frc401",61.9369599071782,17.088731309131,31.1217257679408,0.275905232267469,2.56776972833175,10.0512092285597,0.653981549694017
"19","frc5166",61.740581547018,19.2269521910638,31.9135772295852,0.311415145586566,2.51422851902431,8.47198142477144,1.37906178360614
"20","frc1318",59.3976149234326,12.8243477682088,29.4251939986641,0.215906779838555,0.425905485190535,9.20039629038819,0.912879536512755
"21","frc7461",59.0939341413749,20.8816810191112,25.163183441922,0.353364204338712,2.36326657525361,6.72240348362615,1.15253815115882
"22","frc5427",58.2579079205894,11.9207343981377,36.7532421542025,0.204620021961425,2.22734781387617,6.37655319967354,0.658471135006866
"23","frc3534",58.1355469654263,13.8186750824239,30.483609389769,0.237697515611953,0.907784858201206,7.46507883124045,0.855613519574866
"24","frc836",56.2301142561645,16.3641680423371,32.7198599175828,0.291021426130982,2.48836977022005,7.20887642413661,1.00693218506996
"25","frc2834",55.9579871697109,9.73748710709224,28.1114913537541,0.174014248896411,0.734013189250011,6.46838657764741,1.40637690535888
"26","frc67",55.7735038871717,14.7871794993357,32.4254622383032,0.265129110935001,2.2431963615489,9.16878606281533,1.60047977173826
"27","frc4381",55.6129335031339,20.9435079338589,24.9236090763554,0.376594195173658,2.67484596701523,6.80734865226579,0.552929470488687
"28","frc5586",55.5354419306811,12.8739278234783,31.4637263675107,0.231814628207109,0.953727714277546,8.67569825951489,0.226382656917215
"29","frc1701",55.0318890960751,16.7840882197639,27.8416601455937,0.304988407547889,1.73951364147202,7.72630538133076,1.20153165406463
"30","frc4422",54.2082442828821,12.5931997223086,23.3514834774152,0.232311521778713,1.18004521146085,6.63599738220975,1.23325572388137
"31","frc2383",53.9251760532031,10.4381923530764,33.1929346140191,0.193568071855305,1.6777355502849,6.071069950067,1.79273206332751
"32","frc1591",53.9221851057462,17.9381170022035,29.1875524694458,0.332666730159863,2.00102193897282,6.49121440713816,0.0801608296161673
"33","frc9128",53.2768508205492,16.7724885541527,26.5991721772743,0.314817567026381,1.40841682913256,7.70392601932818,1.34541412111563
"34","frc5987",53.2665872108141,12.8612697686508,32.2809058205426,0.24145098160221,1.28349521336106,7.79208767357875,1.66568113200777
"35","frc4009",53.0280671377827,10.6435119193293,31.5234213673429,0.200714687406469,1.0568685678288,7.10559934245467,0.67594088651667
"36","frc7258",52.2214454939995,9.58097123721753,28.8816664613952,0.183468135486951,1.1675521083037,6.72216924430346,1.82286404122963
"37","frc4786",52.0195926009909,17.7930949554598,26.5701421971133,0.342046026618072,1.54185256554491,6.33723278443526,1.44724562045728
"38","frc1690",51.6805938796738,21.9699669009606,18.4339429047382,0.42511057346037,2.66747853949553,8.20316669221195,0.83286855338748
"39","frc3539",50.5141056531207,9.3229053607493,32.7053137497632,0.184560435945743,1.34491627591462,6.42273725923595,1.78764300472096
"40","frc3536",50.0488563566511,10.6585702295167,25.5019773015272,0.212963312359489,1.95167911856808,6.66957335965411,0.567907975944812
"41","frc2551",49.2547548819466,10.6299576247401,28.7568278865329,0.215815866919202,1.17045134361702,7.22535220287523,1.28918906353453
"42","frc461",47.9146135010249,9.52289491379613,29.3957807769922,0.198747192515545,0.697406971403347,6.78277126444261,0.390891830910401
"43","frc2194",47.6887081140823,10.1421193272171,28.0661862157586,0.21267339226206,0.646723687961634,6.86556112744623,0.403668163055586
"44","frc4415",47.2990805413388,16.0850164080855,26.0136750769746,0.340070382425878,1.86416941814759,5.59762791163581,1.11093373189799
"45","frc3996",46.3837064410487,13.7651757123084,24.6685610392713,0.296767480835177,2.764706194801,6.4642255945877,1.63438938758035
"46","frc2714",45.5651321440252,10.7526778117084,28.7836468903164,0.235984782787871,1.02356540441839,6.71003807248191,-0.165167961776789
"47","frc1165",45.0702371018252,11.598253541022,17.3033479882578,0.257337309205153,1.01295328942779,5.14185313356721,1.14225384016152
"48","frc5010",44.9126551434997,8.52368203029827,28.0457613479704,0.189783525446545,0.234931905922383,7.3115932198345,0.663460018926903
"49","frc1708",44.568054243541,7.0186688965807,32.311543776792,0.157482057848596,0.802751779313284,5.29110103227425,-0.151493903975318
"50","frc2630",44.3413552808355,4.86704456188598,29.6581127001373,0.109763098828635,0.0568088931237769,6.89814748614592,1.05645416916384
"51","frc968",43.9648616687779,13.3399843112477,21.8927266302889,0.303423775371986,1.00696020435333,5.81561772490574,1.58325563200639
"52","frc5557",43.7355212970289,3.90094303425249,27.617702603106,0.0891939302097102,0.232304670703815,6.46611848105696,1.04123059486758
"53","frc2337",43.0275148980614,7.97660289505814,22.9955256120833,0.185383769291717,1.39246795011752,6.87726615817814,0.602130190347171
"54","frc7197",41.217611239109,6.38299561670418,29.3343429713906,0.154860881667197,0.0973002678782237,6.1119044339255,1.79768474180914
