"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","2","blue","frc5586","frc1091","frc8516","132","12","30","Docked","Level","47","77","None","Level","4"
"2","16","red","frc5586","frc171","frc3381","118","9","30","Docked","Level","33","63","Park","Level","3"
"3","27","red","frc4011","frc5586","frc2039","98","15","24","None","Level","39","59","Docked","Level","0"
"4","35","red","frc5586","frc2977","frc3090","61","3","9","None","Level","25","47","Docked","Level","0"
"5","44","blue","frc5826","frc5586","frc2338","153","15","36","None","Level","60","82","Docked","Level","4"
"6","52","red","frc1716","frc2194","frc5586","81","9","15","None","Level","29","51","Docked","Level","0"
"7","59","red","frc3276","frc5586","frc6381","150","15","33","None","Level","60","82","Docked","Level","4"
"8","66","blue","frc1736","frc5586","frc5576","115","9","30","None","Level","40","60","None","Level","4"
"9","74","blue","frc7021","frc4021","frc5586","130","6","24","None","Level","56","76","Park","Level","4"
"10","83","red","frc4174","frc9149","frc5586","89","10","28","Docked","Level","14","36","Docked","Level","1"
