"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc752","frc75","frc102","63","12","20","Docked","NotLevel","11","33","Park","Level","3"
"2","12","blue","frc555","frc9116","frc752","33","8","11","None","Level","10","22","Park","Level","0"
"3","17","blue","frc1672","frc2577","frc752","22","0","0","None","Level","14","22","Park","NotLevel","0"
"4","23","red","frc752","frc3515","frc1676","104","6","14","None","NotLevel","36","58","Park","Level","3"
"5","28","blue","frc752","frc6860","frc1923","65","4","19","None","Level","14","36","Docked","Level","3"
"6","34","red","frc752","frc222","frc41","64","6","6","None","NotLevel","16","38","Park","Level","0"
"7","41","blue","frc125","frc752","frc193","100","15","33","None","Level","30","52","Docked","Level","3"
"8","45","red","frc3142","frc5732","frc752","82","8","26","None","Level","19","41","Docked","Level","3"
"9","51","blue","frc219","frc752","frc8513","111","6","21","None","Level","23","45","Park","Level","3"
"10","58","red","frc7045","frc223","frc752","60","15","26","None","NotLevel","18","24","Park","NotLevel","0"
"11","64","blue","frc8628","frc752","frc1279","54","0","6","None","NotLevel","8","38","Park","Level","1"
"12","73","red","frc5438","frc752","frc4573","75","3","17","None","NotLevel","18","48","Park","Level","3"
