"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","blue","frc2832","frc166","frc9312","173","15","33","None","Level","63","93","Docked","Level","4"
"2","15","blue","frc3653","frc16","frc166","103","12","26","None","NotLevel","44","52","Docked","NotLevel","1"
"3","27","red","frc5883","frc6146","frc166","150","18","36","None","Level","54","84","Docked","Level","4"
"4","40","red","frc166","frc1339","frc217","145","15","30","None","Level","58","78","Docked","Level","2"
"5","65","blue","frc6045","frc166","frc1684","164","17","23","None","Level","74","96",NA,"Level","3"
"6","76","blue","frc166","frc1730","frc3794","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","90","red","frc4293","frc668","frc166","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"8","100","red","frc166","frc51","frc1714","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"9","109","blue","frc7460","frc166","frc973","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
"10","118","blue","frc166","frc2359","frc9176","-1",NA,NA,NA,NA,NA,NA,"Docked",NA,NA
