"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","red","frc8075","frc8707","frc1626","30","4","4","None","NotLevel","6","26","Docked","Level","0"
"2","9","blue","frc8075","frc7587","frc714","33","0","3","None","Level","18","30","Docked","NotLevel","0"
"3","15","blue","frc5684","frc8075","frc2554","61","9","15","None","Level","20","26","None","NotLevel","2"
"4","20","red","frc8130","frc2495","frc8075","59","6","21","None","Level","16","38","Docked","Level","1"
"5","26","red","frc8075","frc4652","frc1812","68","4","22","None","Level","16","36","Docked","Level","1"
"6","29","blue","frc3314","frc8075","frc9116","96","4","25","None","Level","33","41","Docked","NotLevel","3"
"7","34","red","frc293","frc8075","frc1257","18","0","6","None","NotLevel","2","12","Docked","Level","0"
"8","37","blue","frc3314","frc4653","frc8075","95","6","15","None","NotLevel","28","50","Docked","Level","2"
"9","42","red","frc316","frc1403","frc8075","112","12","30","None","Level","40","62","Docked","Level","4"
"10","47","blue","frc9116","frc1089","frc8075","73","6","12","None","Level","34","56","Docked","Level","0"
"11","57","blue","frc1807","frc8075","frc8714","118","9","30","None","Level","36","58","None","Level","3"
"12","60","red","frc8075","frc303","frc8704","41","0","15","None","Level","6","26","Docked","Level","1"
