"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","6","blue","frc2945","frc4068","frc1410","122","12","30","Docked","Level","50","72","Park","Level","3"
"2","13","red","frc1410","frc2240","frc8334","146","12","27","None","Level","47","69","Docked","Level","3"
"3","20","red","frc1339","frc1410","frc2261","120","12","27","Docked","Level","46","68","Docked","Level","3"
"4","25","red","frc2341","frc1410","frc1977","79","9","24","Docked","Level","28","40","Docked","Level","2"
"5","31","blue","frc4499","frc1410","frc2996","171","25","43","Docked","Level","66","88","Park","Level","4"
"6","37","blue","frc1410","frc3374","frc1619","146","18","33","Docked","Level","51","73","Docked","Level","4"
"7","44","red","frc1410","frc1332","frc3729","96","9","27","Docked","Level","37","59","Docked","Level","1"
"8","57","blue","frc1410","frc1799","frc5493","115","9","24","Docked","Level","37","59","Docked","Level","4"
"9","64","red","frc4944","frc1011","frc1410","102","12","27","Docked","Level","33","55","Park","Level","4"
"10","72","red","frc7737","frc1410","frc4293","102","12","27","None","Level","30","50","Docked","Level","3"
"11","79","red","frc6920","frc5763","frc1410","102","6","24","Docked","Level","36","58","Docked","Level","4"
"12","85","blue","frc3298","frc3648","frc1410","115","12","27","Docked","Level","41","63","Docked","Level","2"
