"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","5","red","frc4034","frc7314","frc2648","43","9","12","None","Level","17","21","Park","Level","0"
"2","13","blue","frc7314","frc6324","frc69","71","6","9","None","Level","22","52","Park","Level","1"
"3","17","blue","frc4906","frc7314","frc1474","54","12","20","None","NotLevel","14","24","None","NotLevel","0"
"4","22","red","frc6367","frc4564","frc7314","37","11","29","None","Level","6","8","Park","NotLevel","0"
"5","28","red","frc6895","frc7314","frc172","59","13","24","None","NotLevel","21","25","Docked","NotLevel","0"
"6","35","blue","frc3451","frc3597","frc7314","70","6","17","None","NotLevel","18","48","Docked","Level","1"
"7","43","red","frc1350","frc4473","frc7314","70","6","14","None","NotLevel","19","41","None","Level","1"
"8","54","red","frc7913","frc7314","frc1729","80","10","28","None","Level","29","37","Park","NotLevel","0"
"9","58","blue","frc7314","frc8046","frc131","119","18","36","None","Level","29","51","Park","Level","3"
"10","62","blue","frc509","frc1512","frc7314","69","6","24","None","Level","18","40","Park","Level","1"
"11","76","red","frc7314","frc6153","frc1721","94","10","28","None","Level","34","56","None","Level","3"
"12","81","blue","frc7314","frc7674","frc4546","84","16","19","None","Level","25","55","Park","Level","1"
