"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","1","blue","frc7451","frc6023","frc6712","94","9","24","Docked","Level","33","55","Docked","Level","3"
"2","6","red","frc5900","frc6023","frc3815","36","4","7","None","Level","12","24","Docked","NotLevel","0"
"3","11","red","frc6023","frc4189","frc7514","78","13","31","None","Level","23","37","None","Level","2"
"4","17","red","frc6023","frc1311","frc6887","68","12","18","None","Level","18","40","Docked","Level","2"
"5","21","blue","frc8080","frc6341","frc6023","66","10","25","Docked","Level","16","36","Docked","Level","1"
"6","24","red","frc1795","frc6905","frc6023","59","0","15","Docked","Level","14","34","Docked","Level","1"
"7","29","blue","frc832","frc6023","frc8761","74","7","25","Docked","Level","24","44","Docked","Level","1"
"8","36","blue","frc6023","frc8577","frc4459","64","4","19","Docked","Level","23","45","Docked","Level","1"
"9","39","blue","frc5109","frc6023","frc2974","143","16","34","None","Level","52","74","Docked","Level","4"
"10","44","red","frc6023","frc9293","frc832","45","9","15","None","Level","24","30","Docked","Level","0"
"11","51","blue","frc6705","frc8577","frc6023","65","6","24","Docked","Level","21","41","None","Level","3"
"12","54","red","frc8080","frc3091","frc6023","80","10","25","Docked","Level","23","45","Docked","Level","3"
