"","match_number","alliance","team1","team2","team3","scores","auto_gpp","auto_p","auto_dock","auto_balance","tele_gpp","tele_p","tele_dock","tele_balance","rp"
"1","8","red","frc8096","frc8803","frc8802","79","9","15","None","Level","32","44","None","NotLevel","1"
"2","15","blue","frc3418","frc5822","frc8803","76","9","24","None","Level","27","47","None","Level","1"
"3","20","blue","frc2512","frc8803","frc2506","105","16","31","None","Level","29","59","Docked","Level","3"
"4","29","red","frc706","frc7417","frc8803","51","13","16","None","NotLevel","18","30","None","Level","0"
"5","35","blue","frc8803","frc6223","frc8531","47","10","16","None","NotLevel","10","16","Park","NotLevel","0"
"6","44","red","frc2830","frc8803","frc1306","89","10","16","None","NotLevel","31","53","Docked","Level","0"
"7","51","red","frc6381","frc8803","frc6643","63","14","17","None","NotLevel","16","36","Park","Level","0"
"8","56","blue","frc537","frc2202","frc8803","106","9","23","None","NotLevel","36","58","Docked","Level","4"
"9","65","red","frc8803","frc8029","frc2077","63","7","16","None","NotLevel","12","42","None","Level","1"
"10","78","blue","frc8803","frc5148","frc6160","84","14","25","None","NotLevel","30","44","None","NotLevel","0"
"11","85","red","frc1714","frc93","frc8803","77","6","24","None","Level","26","38","Docked","NotLevel","0"
"12","91","blue","frc8803","frc8701","frc8122","85","9","27","None","Level","26","48","None","Level","1"
